market_id,condition_id,event_id,question,category,tags,outcomes,outcome_prices,clob_token_ids,yes_token_id,yes_price_current,start_date,end_date,close_date,active,closed,archived,resolved_outcome,volume,liquidity,volume_clob,uma_resolution_status,uma_resolution_statuses,resolved_by,resolution_source,enable_order_book,slug,description,is_binary,has_yes_token,Y_i,broad_domain,broad_family,exclude_source_quality,source_quality_reason,in_price_panel,universe
516877,0x9c08beafa73308625ad24e270e44d9edd634585f2424eea8df262a05a2337613,16097,"Will Ethereum hit $6,000 by December 31?",,[],['Yes' 'No'],[0. 1.],"['81425397446351426621727450375895254607015946433493851514616485979278175609514'
 '796584219710508341356184389057648832166516548136309631230564122389735606484']",81425397446351426621727450375895254607015946433493851514616485979278175609514,0.0,2024-12-30 22:07:00.605000+00:00,2025-12-31 12:00:00+00:00,2026-01-01 07:18:21+00:00,True,True,False,No,9995564.195892,,9995564.195892,resolved,['proposed'],0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,,True,will-ethereum-hit-6000-by-december-31-843-315,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Ethereum (ETHUSDT) between December 30, 2024, 21:00 and December 31, 2025, 23:59 in the ET timezone has a final ""High"" price of $6,000.00 or higher. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the ETHUSDT ""High"" prices available at https://www.binance.com/en/trade/ETH_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance ETHUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",True,True,0,crypto,crypto_eth,False,,True,universe_a_crypto_diversified
516874,0x3d0a731ba69f087ccde2a2287ffc5fda1f8228a133711a068c96dbe428f5d30f,16097,"Will Ethereum hit $10,000 by December 31?",,[],['Yes' 'No'],[0. 1.],"['18892243695879775649132895952659643324540464857988525878273043687363786020355'
 '4327892464074239971417122975271515150296843792368952324135720155112757639719']",18892243695879775649132895952659643324540464857988525878273043687363786020355,0.0,2024-12-30 22:05:41.665000+00:00,2025-12-31 12:00:00+00:00,2026-01-01 07:18:23+00:00,True,True,False,No,9488801.522718,,9488801.522718,resolved,['proposed'],0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,,True,will-ethereum-hit-10000-by-december-31-218-525,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Ethereum (ETHUSDT) between December 30, 2024, 21:00 and December 31, 2025, 23:59 in the ET timezone has a final ""High"" price of $10,000.00 or higher. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the ETHUSDT ""High"" prices available at https://www.binance.com/en/trade/ETH_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance ETHUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",True,True,0,crypto,crypto_eth,False,,True,universe_a_crypto_diversified
687200,0xd3cfc885ca1a482af4057f39937398fa5adc7a0b61e2381956384af1bf59ce6f,16096,"Will Bitcoin reach $100,000 by December 31, 2025?",,[],['Yes' 'No'],[0. 1.],"['92530351746682701626081429271272191534203523777966250895862560038889741880940'
 '15002165665234016876486282630507392757515779060349352387653810600083538604826']",92530351746682701626081429271272191534203523777966250895862560038889741880940,0.0,2025-11-17 16:12:33.254000+00:00,2026-01-01 05:00:00+00:00,2026-01-01 07:59:43+00:00,True,True,False,No,9479018.595278,,9479018.595278,resolved,['proposed'],0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,True,will-bitcoin-reach-100000-by-december-31-2025-213-146-883-729-282,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Bitcoin (BTCUSDT) between November 17, 2025, 11:00 and December 31, 2025, 23:59 in the ET timezone has a final ""High"" price of $100,000 or higher. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTCUSDT ""High"" prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTCUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",True,True,0,crypto,crypto_btc,False,,True,universe_a_crypto_diversified
540408,0x59545b23eef07c1a2752ecfc159eceee120b38a2090b72b156722a24b6cd026b,23689,Will Bitcoin dip to $90k in May?,,[],['Yes' 'No'],[0. 1.],"['29030897329307172599553990206132812934979835881376363178873011632381485527814'
 '99783600150356388200901356620677924301368215712131972929922568123558174082826']",29030897329307172599553990206132812934979835881376363178873011632381485527814,0.0,2025-04-30 20:19:57.726744+00:00,2025-05-31 12:00:00+00:00,2025-06-01 07:25:55+00:00,True,True,False,No,8925263.984326,,8925263.984326,resolved,['proposed'],0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,,True,will-bitcoin-dip-to-90k-in-may,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Bitcoin (BTCUSDT) between May 1, 2025, 00:00 and May 31, 2025, 23:59 in the ET timezone has a final ""Low"" price of $90,000 or lower. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTCUSDT ""Low"" prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTCUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",True,True,0,crypto,crypto_btc,False,,True,universe_a_crypto_diversified
574072,0x9322e033c6dc8be6d8495cc44ac578abaa28a8cccdb783de1bff0026066d1d05,16096,"Will Bitcoin reach $140,000 by December 31, 2025?",,[],['Yes' 'No'],[0. 1.],"['31708710617182893420436057149289712855851004287900968100076957544813460654120'
 '58574611769837238797096904875365149395720078009414222609912865927309388209943']",31708710617182893420436057149289712855851004287900968100076957544813460654120,0.0,2025-08-08 10:26:18.459000+00:00,,2026-01-01 07:17:25+00:00,True,True,False,No,8804123.733621,,8804123.733621,resolved,['proposed'],0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,,True,will-bitcoin-reach-140000-by-december-31-2025-258-893,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Bitcoin (BTCUSDT) between December 30, 2024, 20:00 and December 31, 2025, 23:59 in the ET timezone has a final ""High"" price of $140,000 or higher. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTCUSDT ""High"" prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTCUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",True,True,0,crypto,crypto_btc,False,,True,universe_a_crypto_diversified
516871,0x0aeb566c973d193ef7f77d2532ba6bffe4f76d5f6b7c5422ceaa966536b7ef90,16096,"Will Bitcoin dip to $70,000 by December 31, 2025?",,[],['Yes' 'No'],[0. 1.],"['95047670164958340277111777643825971965059782358468932324606496632183052684085'
 '100375751383683889135740752845531216905065059223993637045364244391467921428816']",95047670164958340277111777643825971965059782358468932324606496632183052684085,0.0,2024-12-30 22:04:31.262000+00:00,2025-12-31 12:00:00+00:00,2026-01-01 07:17:23+00:00,True,True,False,No,8605610.758506,,8605610.758506,resolved,['proposed'],0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,,True,will-bitcoin-dip-to-70000-by-december-31-2025-193-726-878-775-359-968-264-727-793-714-257-318-569-865-147,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Bitcoin (BTCUSDT) between December 30, 2024, 20:00 and December 31, 2025, 23:59 in the ET timezone has a final ""Low"" price of $70,000 or lower. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTCUSDT ""Low"" prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTCUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.
",True,True,0,crypto,crypto_btc,False,,True,universe_a_crypto_diversified
692258,0x8e7a03cb1970e2ad6533b01892403516b6b3f5b5fa90ed7d104c28b27e40ba00,16167,"MicroStrategy sells any Bitcoin by June 30, 2026?",,[],['Yes' 'No'],[1. 0.],"['110251828161543119357013227499774714771527179764174739487025581227481937033858'
 '65176388692130651396848427090788038285140833850265294793449655516920659740141']",110251828161543119357013227499774714771527179764174739487025581227481937033858,1.0,2025-11-19 22:51:30.483000+00:00,2026-07-01 04:00:00+00:00,2026-06-01 14:07:11+00:00,True,True,False,Yes,8418661.007786024,,8418661.007786024,resolved,['proposed'],0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,True,microstrategy-sells-any-bitcoin-by-june-30-2026,"This market will resolve to ""Yes"" if MicroStrategy sells any of its Bitcoin by 11:59 PM ET on the date specified in the title. Otherwise, this market will resolve to ""No"".

The primary resolution source for this market will be information from MSTR and on-chain data, however a consensus of credible reporting will also be used.",True,True,1,crypto,crypto_microstrategy,False,,True,universe_a_crypto_diversified
666217,0x22c3ce96a88bf01d0c5e320d029e7f8418c81d5be28f025b6ab07465bb508fb1,16096,"Will Bitcoin reach $120,000 by December 31, 2025?",,[],['Yes' 'No'],[0. 1.],"['20572254894388566434749427412990047074432984200146791571808682059731237563429'
 '10874559437709429248550318829337954716448627278767284238604313843895084433488']",20572254894388566434749427412990047074432984200146791571808682059731237563429,0.0,2025-11-05 14:54:36.151000+00:00,2026-01-01 05:00:00+00:00,2026-01-01 08:00:41+00:00,True,True,False,No,8257060.300168,,8257060.300168,resolved,['proposed'],0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,True,will-bitcoin-reach-120000-by-december-31-2025-472-972,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Bitcoin (BTCUSDT) between November 5, 2025, 10:00 and December 31, 2025, 23:59 in the ET timezone has a final ""High"" price of $120,000 or higher. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTCUSDT ""High"" prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTCUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",True,True,0,crypto,crypto_btc,False,,True,universe_a_crypto_diversified
800432,0xe1efac87d70a9556b222624def73e3d7adc7b4513c781867c6c7aa105ff1d9b5,16096,"Will Bitcoin reach $95,000 by December 31, 2025?",,[],['Yes' 'No'],[0. 1.],"['96867039153990962337615945364940037915308440159720050466327100056373743698980'
 '41111130186959012758904331542255682579981367443843763371097525816880891318195']",96867039153990962337615945364940037915308440159720050466327100056373743698980,0.0,2025-12-02 19:41:43.418000+00:00,2026-01-01 05:00:00+00:00,2026-01-01 08:02:41+00:00,True,True,False,No,8136573.744183,,8136573.744183,resolved,['proposed'],0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,True,will-bitcoin-reach-95000-by-december-31-2025-818-596-821-318-841,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Bitcoin (BTCUSDT) between December 2, 2025, 14:30 and December 31, 2025, 23:59 in the ET timezone has a final ""High"" price equal to or greater than the price specified in the title. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTCUSDT ""High"" prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTCUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",True,True,0,crypto,crypto_btc,False,,True,universe_a_crypto_diversified
620015,0xffcbecbfa6983b3cdd5e91d078088beb5738d0c746bcedceb62f7bfed0470af5,16096,"Will Bitcoin dip to $80,000 by December 31, 2025?",,[],['Yes' 'No'],[0. 1.],"['4960072122879914031540087398045925546763584182114633893203762140348078315559'
 '78490642434213550855600439825729670852317345211936381977390919619271067452728']",4960072122879914031540087398045925546763584182114633893203762140348078315559,0.0,2025-10-02 16:34:22.656000+00:00,2026-01-01 05:00:00+00:00,2026-01-01 07:59:45+00:00,True,True,False,No,8066294.940938,,8066294.940938,resolved,['proposed'],0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,True,will-bitcoin-dip-to-80000-by-december-31-2025-118-573-457-488-883-987-884-891-557,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Bitcoin (BTCUSDT) between October 2, 2025, 11:00 and December 31, 2025, 23:59 in the ET timezone has a final ""Low"" price of $80,000 or lower. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTCUSDT ""Low"" prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTCUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.
",True,True,0,crypto,crypto_btc,False,,True,universe_a_crypto_diversified
517082,0x0f3131c874579825ecdbbda8c7aeed071aa908d7c993792c393285900e68906f,16219,"Will Bitcoin reach $110,000 by January 31, 2025?",,[],['Yes' 'No'],[0. 1.],"['9128895199999412805746501539402383368058380710575752735828347503045541925710'
 '105283397903239174892871286420572977423306897333577517912926274248241190560378']",9128895199999412805746501539402383368058380710575752735828347503045541925710,0.0,2025-01-02 19:17:30.484765+00:00,2025-01-31 12:00:00+00:00,2025-02-01 07:43:13+00:00,True,True,False,No,8061597.738611,,8061597.738611,resolved,[],0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,,True,will-bitcoin-reach-110000-by-january-31-2025,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Bitcoin (BTCUSDT) between January 2, 2025, 11:00 and January 31, 2025, 23:59 in the ET timezone has a final ""High"" price of $110,000 or higher. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTCUSDT ""High"" prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTCUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",True,True,0,crypto,crypto_btc,False,,True,universe_a_crypto_diversified
